MD_EARN_WNE_P10,CCBASIC,CCSIZSET,CCUGPROF,TUITIONFEE_OUT,APPL_SCH_PCT_GE5,FEMALE,PFTFTUG1_EF,ZIP,GT_THRESHOLD_1YR,VETERAN,MARRIED,COMPL_RPY_1YR_RT,COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR4_RT,WDRAW_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,UG25ABV
43462.0,5.0,2.0,2.0,8884.0,0.0525889968,0.5436893204,0.818,50401,173.0,,0.0760517799,0.556097561,0.352861035422,0.393684210526,0.463452566096,0.31976744186,0.1313
55177.0,18.0,13.0,13.0,20565.0,0.064471243,0.5950834879,0.6585,50614-0005,2146.0,,0.0294526902,0.7749582638,0.622111463525,0.625354777673,0.11737734984,0.178888888889,0.0729
49802.0,19.0,11.0,12.0,34250.0,0.156448203,0.5496828753,0.8972,51041,200.0,,0.0317124736,0.9378881988,0.534050179211,0.526570048309,0.113475177305,0.085714285714,0.0475
41306.0,9.0,3.0,1.0,6990.0,0.0339393939,0.6048484848,0.5945,52132-0400,420.0,,0.1066666667,0.6144890039,0.351698806244,0.392405063291,0.40306122449,0.333333333333,0.145
50776.0,9.0,2.0,1.0,7170.0,0.0212121212,0.5,0.7048,51201,244.0,,0.1136363636,0.776203966,0.574074074074,0.643835616438,0.257950530035,0.535211267606,0.1492
59483.0,26.0,11.0,11.0,,,0.5072463768,,52803-5287,,,0.231884058,,,,,,0.093
31330.0,-2.0,-2.0,-2.0,,,,0.1017,50010,86.0,,0.1201201201,0.5419354839,0.671328671329,0.692307692308,0.188775510204,0.675,0.1504
59531.0,17.0,11.0,13.0,34570.0,0.1820702403,0.595194085,0.7235,52803-2898,519.0,,0.0554528651,0.7252311757,0.585298196949,0.580448065173,0.112975391499,0.118644067797,0.0835
61033.0,26.0,6.0,5.0,20940.0,,0.9248120301,0.0833,51104-0263,104.0,,0.1503759398,0.8387096774,,,0.149253731343,,0.495
23303.0,-2.0,-2.0,-2.0,,,,1.0,52806,,,0.119205298,,0.454545454545,0.448275862069,,,0.5
59274.0,22.0,11.0,12.0,45108.0,0.2053333333,0.552,0.8503,50125,346.0,,0.0586666667,0.7873015873,0.749049429658,0.707831325301,0.087662337662,0.15625,0.1024
36882.0,7.0,2.0,2.0,6360.0,0.057660626,0.5939044481,0.6942,52655-0180,195.0,,0.1252059308,0.5273522976,0.279738562092,0.302631578947,0.487046632124,0.305084745763,0.2031
40129.0,5.0,2.0,2.0,7008.0,0.0835443038,0.5455696203,0.6804,50801,131.0,,0.1113924051,0.5536231884,0.424036281179,0.449324324324,0.412195121951,0.426966292135,0.1414
26932.0,-2.0,-2.0,-2.0,,,,1.0,52807-3003,32.0,,0.1004784689,0.5,0.715447154472,0.759259259259,,,0.2857
26654.0,-2.0,-2.0,-2.0,,,,1.0,51106,,,,,,,,,0.1429
17349.0,-2.0,-2.0,-2.0,,,,1.0,51501,,,,,0.594594594595,,0.457142857143,,0.3415
52766.0,18.0,10.0,5.0,33639.0,0.0689058172,0.6772853186,0.3281,52142-1857,1113.0,0.0221606648,0.2894736842,0.5921610169,0.318438914027,0.472602739726,0.238450074516,0.303370786517,0.6462
51165.0,19.0,9.0,7.0,24526.0,0.1178225205,0.4436987323,0.2729,50436-1713,585.0,,0.3676360925,0.5949367089,0.43125,0.315985130112,0.240837696335,0.284671532847,0.6264
56201.0,21.0,11.0,10.0,49190.0,0.2254601227,0.5414110429,0.931,50677-0903,257.0,,,0.8484210526,0.591280653951,,0.138743455497,,0.0079
20955.0,-2.0,-2.0,-2.0,,,0.4888888889,1.0,50613,,,,,,,,,0.4375
40473.0,9.0,3.0,1.0,4946.0,0.0449933833,0.5544772828,0.507,51102-5199,403.0,0.004411116,0.1252756948,0.538638985,0.266862170088,0.288888888889,0.502683363148,0.37106918239,0.1926
48936.0,22.0,11.0,13.0,27800.0,0.2335600907,0.4115646259,0.6285,52577,240.0,,0.10430839,0.5750528541,0.28125,0.364383561644,0.280098280098,0.205128205128,0.1871
40059.0,3.0,2.0,2.0,3108.0,0.1001177856,0.6336866902,0.6779,66749,65.0,,0.1295641932,0.5074626866,0.17087667162,0.181229773463,0.425068119891,0.153846153846,0.1507
63855.0,17.0,10.0,11.0,32320.0,0.1193467337,0.5992462312,0.7068,66006-0065,461.0,,0.1733668342,0.6884353741,0.578021978022,0.586345381526,0.137844611529,0.231884057971,0.1632
40428.0,3.0,3.0,1.0,4741.0,0.0806451613,0.5967741935,0.4889,67530,134.0,0.0096774194,0.3564516129,0.4266666667,0.288571428571,0.273885350318,0.3856,0.292929292929,0.3658
53175.0,22.0,11.0,12.0,33720.0,0.1723700887,0.4980988593,0.904,66002-1499,323.0,,,0.8557692308,0.51364764268,,0.141711229947,0.084444444444,0.0195
49694.0,22.0,8.0,11.0,31305.0,0.3027139875,0.3402922756,0.8382,67456-1897,62.0,,,0.7372262774,0.359375,0.367713004484,0.258160237389,0.11,0.0231
49898.0,22.0,8.0,11.0,32090.0,0.2289156627,0.4728915663,0.7208,67117-1716,118.0,,0.0421686747,,0.439153439153,0.423312883436,0.147058823529,0.177419354839,0.0351
41206.0,1.0,3.0,2.0,6011.0,0.0867854663,0.5963897246,0.5279,67042-3280,312.0,0.0106456839,0.1430224485,0.5416666667,0.207317073171,0.203592814371,0.462886597938,0.208333333333,0.2427
44468.0,22.0,8.0,11.0,20650.0,0.0951661631,0.4773413897,0.7351,67460-5740,137.0,,0.2688821752,0.6936936937,0.323040380048,0.381818181818,0.267399267399,,0.3989
39883.0,6.0,2.0,2.0,3570.0,0.0957324106,0.6251441753,0.6686,66901-1002,76.0,0.0426758939,0.1868512111,0.5978835979,0.236641221374,0.414179104478,0.379545454545,0.275,0.1287
35246.0,1.0,2.0,3.0,4608.0,0.1253985122,0.3761955367,0.7969,67337-5064,84.0,,0.0573857598,0.3833333333,0.333333333333,0.32241813602,0.360396039604,0.463414634146,0.1598
41889.0,6.0,2.0,2.0,5654.0,0.09,0.7433333333,0.5411,67701,84.0,,0.135,0.7307692308,0.166197183099,0.269035532995,0.288389513109,0.379310344828,0.2301
37723.0,6.0,2.0,2.0,5700.0,0.0837004405,0.5984896161,0.6757,67005,104.0,0.0100692259,0.1567023285,0.4845070423,0.232418524871,0.328629032258,0.433510638298,0.337423312883,0.2397
45427.0,5.0,2.0,2.0,4890.0,0.102372035,0.4144818976,0.6096,67801-2399,,,0.0848938826,0.65625,0.2265625,0.271293375394,0.5,,0.1465
35715.0,23.0,6.0,7.0,8736.0,0.1160714286,0.8080357143,0.4059,66102,40.0,,0.1428571429,0.3902439024,0.268041237113,,0.343137254902,,0.5217
47601.0,18.0,13.0,11.0,14918.0,0.0649350649,0.6277056277,0.6481,66801-5415,821.0,,0.0643166357,0.6903485255,0.466399197593,0.481927710843,0.20515970516,0.173913043478,0.1069
47007.0,9.0,2.0,1.0,6520.0,,0.48,0.4885,66801-5957,130.0,,0.1493333333,0.5655737705,0.576,0.518518518519,0.307692307692,0.578947368421,0.0894
48928.0,18.0,12.0,5.0,15870.0,0.0724266418,0.6360037261,0.4144,67601-4099,1672.0,0.0093153237,0.2447601304,0.7044560944,0.371175166297,0.384020618557,0.246173469388,0.196399345336,0.2742
36355.0,22.0,8.0,15.0,24990.0,0.1875,0.4444444444,0.6,67059-0288,36.0,,0.1388888889,0.64,0.457627118644,0.541666666667,0.301886792453,,0.1845
52113.0,18.0,10.0,11.0,31812.0,0.1482059282,0.5522620905,0.7046,67213,267.0,,0.1388455538,0.5512820513,0.431654676259,0.402654867257,0.183976261128,0.176991150442,0.1602
37213.0,5.0,2.0,2.0,3600.0,0.0729281768,0.4773480663,0.4031,66701,85.0,,0.0972375691,0.4065934066,0.105431309904,0.203076923077,0.365957446809,0.282051282051,0.0906
41704.0,1.0,2.0,2.0,4110.0,0.0718835305,0.4385805278,0.7167,67846-6333,90.0,,0.0682438581,0.6241134752,0.302721088435,0.299504950495,0.358047016275,0.260273972603,0.1876
37043.0,33.0,8.0,13.0,480.0,0.1366906475,0.5275779376,0.75,66046-4800,41.0,,,,0.395348837209,0.282051282051,0.34,,0.1655
23712.0,-2.0,-2.0,-2.0,,,,1.0,67601,22.0,,0.0963855422,0.4444444444,0.792682926829,,,,0.1277
47495.0,23.0,8.0,11.0,29952.0,0.1445783133,0.578313253,0.7483,67062-2093,107.0,,0.1054216867,0.8157894737,0.550561797753,0.669491525424,0.174193548387,0.606557377049,0.1541
41291.0,6.0,2.0,1.0,3330.0,0.1020114943,0.5215517241,0.4164,66035-4165,69.0,,0.1099137931,0.4909090909,0.110436893204,0.230248306998,0.417142857143,0.336206896552,0.2936
43470.0,6.0,3.0,1.0,4530.0,0.0735056543,0.5751211632,0.557,67501,371.0,0.0113085622,0.1672051696,0.5442804428,0.276466108149,0.306497175141,0.394580863675,0.298850574713,0.2411
34941.0,2.0,2.0,2.0,4650.0,0.1178977273,0.375,0.6701,67301-0708,,,0.0383522727,0.45,0.188449848024,0.248322147651,0.331606217617,0.232876712329,0.0666
45387.0,3.0,4.0,1.0,5472.0,0.0701677925,0.5728916975,0.4128,66210-1299,502.0,0.0067552844,0.1261712791,0.5439613527,0.220315717227,0.193759071118,0.474034620506,0.152173913043,0.2626
35242.0,26.0,6.0,10.0,,0.0421655388,0.8729828214,1.0,64114,611.0,0.0093701197,0.1936491411,0.3242506812,0.68704379562,0.792332268371,0.20495049505,0.660869565217,0.5434
40795.0,8.0,3.0,1.0,6690.0,0.0864719447,0.6252882398,0.5937,66112,323.0,0.0084550346,0.1575710992,0.4651685393,0.214113389626,0.229617304493,0.476971116315,0.203592814371,0.3285
61945.0,15.0,16.0,12.0,28035.0,0.1262626263,0.547597184,0.7796,66045,2466.0,0.004285277,0.0390266299,0.7243346008,0.562604340568,0.44341563786,0.135127478754,0.099143206854,0.0796
55041.0,19.0,10.0,11.0,34400.0,0.1315315315,0.7261261261,0.5268,67213-2097,278.0,,0.1711711712,0.6413612565,0.539589442815,0.592391304348,0.166666666667,0.26,0.1123
21295.0,-2.0,-2.0,-2.0,,,0.1315789474,1.0,67211-1605,,,,,0.5625,,,,0.5493
57262.0,15.0,16.0,11.0,26519.0,0.0683055601,0.5208711434,0.6955,66506,2977.0,0.0052796568,0.0613760106,0.7829000268,0.585549288208,0.557751277683,0.126469653638,0.104634831461,0.0893
51152.0,22.0,8.0,13.0,32470.0,0.2524654832,0.4240631164,0.6964,67401-6146,111.0,,0.0315581854,0.6008230453,0.421052631579,0.429787234043,0.169934640523,0.108695652174,0.0447
49774.0,-2.0,-2.0,-2.0,9360.0,0.0559414991,0.5912248629,0.7379,66604,1109.0,0.0073126143,0.1221206581,0.6154910097,0.470472440945,0.467428571429,0.256140350877,0.227722772277,0.1768
37818.0,5.0,2.0,1.0,4768.0,0.0858034321,0.6848673947,0.5283,67357-4201,104.0,,0.1684867395,0.6574074074,0.26409495549,0.245810055866,0.427397260274,0.260273972603,0.159
51864.0,9.0,1.0,1.0,8400.0,0.0313253012,0.4795180723,0.4276,66503-2499,155.0,0.0265060241,0.2481927711,0.657480315,0.41875,0.474226804124,0.320754716981,0.486486486486,0.1473
48860.0,24.0,7.0,6.0,17914.0,0.1935483871,0.4258064516,0.8235,66502-4801,34.0,,,0.6875,0.346153846154,,0.119047619048,,0.1299
52084.0,22.0,8.0,15.0,33536.0,0.2204545455,0.3681818182,0.8251,67460-1402,127.0,,0.025,0.7919463087,0.43153526971,,0.171171171171,0.133333333333,0.0349
62972.0,19.0,11.0,13.0,34832.0,0.1413427562,0.5806831567,0.5899,66062-1899,394.0,,0.1967020024,0.7180385289,0.539772727273,0.399224806202,0.187904967603,0.314606741573,0.2092
45966.0,8.0,2.0,1.0,5474.0,0.0917327293,0.6806342016,0.7231,66720,122.0,,0.1506228766,0.6424242424,0.27724665392,0.25,0.408740359897,0.283783783784,0.1824
46928.0,8.0,2.0,2.0,8492.0,,0.3612479475,0.6727,67420,,,0.0935960591,0.656424581,0.575757575758,0.657754010695,0.69014084507,,0.1652
38616.0,8.0,1.0,2.0,,0.1570247934,0.2314049587,0.8571,67735,42.0,,0.0385674931,0.5520833333,0.520833333333,,0.28,0.526315789474,0.157
55552.0,22.0,8.0,11.0,33380.0,0.1130718954,0.6274509804,0.6788,66067-3399,442.0,0.0130718954,0.2843137255,0.5584218513,0.27471383975,0.338709677419,0.221936589546,0.216,0.0788
55552.0,20.0,6.0,5.0,,0.1130718954,0.6274509804,,66211,442.0,0.0130718954,0.2843137255,0.5584218513,0.27471383975,0.338709677419,0.221936589546,0.216,0.8095
50579.0,18.0,13.0,11.0,19654.0,0.0723601178,0.5119899032,0.7091,66762,851.0,0.0050483803,0.0668910391,0.7270051508,0.453114754098,0.357609710551,0.233128834356,0.121559633028,0.1033
51892.0,6.0,2.0,2.0,4552.0,0.1095679012,0.4907407407,0.7637,67124,73.0,,0.1095679012,0.6,0.266666666667,0.320388349515,0.356466876972,0.269841269841,0.2142
59483.0,19.0,10.0,11.0,32540.0,0.2158415842,0.5247524752,0.6144,66048-5082,193.0,,0.0930693069,0.6940639269,0.486055776892,0.445,0.175862068966,0.175,0.1224
42175.0,9.0,1.0,1.0,7320.0,,0.3931623932,0.5301,67401,86.0,,0.1452991453,0.6476190476,0.684931506849,0.7,0.52380952381,0.5,0.1467
41445.0,8.0,2.0,2.0,4928.0,0.0568383659,0.5595026643,0.6839,67901,60.0,,0.1456483126,0.6825396825,0.250871080139,0.14364640884,0.301694915254,,0.1851
55646.0,22.0,7.0,5.0,36650.0,0.1206896552,0.4626436782,0.5616,67156-2499,228.0,0.0158045977,0.367816092,0.6214689266,0.491442542787,0.430894308943,0.226635514019,0.169811320755,0.4613
45846.0,22.0,8.0,11.0,30000.0,0.2506666667,0.3733333333,0.733,67579,65.0,,,0.7297297297,0.48046875,,0.228915662651,,0.1224
54058.0,22.0,8.0,11.0,35050.0,0.2077294686,0.4516908213,0.7865,67063-1799,,,0.1207729469,0.7515151515,0.331950207469,0.123529411765,0.243243243243,,0.0145
49774.0,19.0,12.0,7.0,20438.0,0.0559414991,0.5912248629,0.616,66621,1109.0,0.0073126143,0.1221206581,0.6154910097,0.470472440945,0.467428571429,0.256140350877,0.227722772277,0.179
38679.0,9.0,3.0,1.0,6578.0,0.0561167228,0.5420875421,0.3806,67226,452.0,0.0263748597,0.2126823793,0.4325581395,0.274530271399,0.340996168582,0.404535479151,0.357142857143,0.2578
51532.0,16.0,15.0,9.0,18226.0,0.0721326165,0.5934139785,0.5738,67260-0124,1877.0,0.0078405018,0.1211917563,0.6459373581,0.467893500392,0.445341614907,0.195442255697,0.196988707654,0.2262
34101.0,11.0,2.0,4.0,,0.0178849145,0.4891135303,0.5064,67213-1927,359.0,0.0614307932,0.2472783826,0.2682709447,0.54327563249,0.453608247423,0.391017173052,0.52,0.6729
40573.0,22.0,8.0,10.0,14250.0,0.2478632479,0.5726495726,0.9239,41844,42.0,,,0.5072463768,0.447619047619,,0.27619047619,,0.0212
42368.0,20.0,11.0,12.0,33146.0,0.1853388658,0.6154910097,0.8062,40390-1198,238.0,,0.163208852,0.7225433526,0.59793814433,0.618867924528,0.176943699732,0.1,0.1997
34504.0,8.0,2.0,2.0,15480.0,0.0600686499,0.540617849,0.668,41101-3683,275.0,,0.2179633867,0.4305555556,0.278445883441,0.318289786223,0.482490272374,0.421487603306,0.2791
62069.0,17.0,10.0,12.0,46030.0,0.241922121,0.6793703397,0.7822,40205-0671,554.0,,0.0347970174,0.8141321045,0.67542503864,0.639492753623,0.142208774584,0.131756756757,0.0631
43150.0,21.0,11.0,12.0,45026.0,0.3266272189,0.5585798817,0.9289,40404-2182,181.0,,0.0130177515,0.7586206897,0.671568627451,0.593175853018,0.222222222222,,0.0279
20392.0,-2.0,-2.0,-2.0,,0.0512195122,0.9536585366,0.9327,42101,64.0,,0.2024390244,0.235915493,0.514925373134,0.534482758621,0.363636363636,0.5,0.3709
34242.0,5.0,3.0,1.0,15480.0,0.0467806841,0.6101609658,0.4727,42101-3601,317.0,,0.1700201207,0.4285714286,0.212586339217,0.304526748971,0.457831325301,0.272151898734,0.2486
45500.0,22.0,7.0,11.0,27950.0,0.1715265866,0.7409948542,0.6781,42301-3023,106.0,,0.2555746141,0.5692307692,0.337579617834,0.442857142857,0.2109375,,0.2673
41583.0,18.0,14.0,13.0,26100.0,0.1804788214,0.6151012891,0.6307,42718-2799,347.0,,0.1743400859,0.557544757,0.341991341991,0.310276679842,0.34830230011,0.098684210526,0.1198
36343.0,4.0,4.0,2.0,15560.0,0.093910074,0.5860368052,0.4587,40506,553.0,0.0039840637,0.1468412066,0.4029739777,0.186162415714,0.192862045299,0.501761252446,0.173120728929,0.3298
66240.0,21.0,11.0,14.0,48070.0,0.5436893204,0.4708737864,0.9852,40422-1394,141.0,,,0.828685259,0.796954314721,,0.046082949309,,0.0008
41623.0,24.0,7.0,7.0,9970.0,,0.21875,0.3333,40977-9752,,,0.59375,,0.4,,,,0.5821
23207.0,-2.0,-2.0,-2.0,,,,0.76,40514,28.0,,0.1335877863,0.328042328,0.560810810811,0.547619047619,0.241935483871,,0.3795
61480.0,26.0,9.0,7.0,,0.0532427695,0.8711656442,0.1273,40245,2520.0,0.0105170903,0.2977651183,0.4081081081,0.56253164557,0.558467741935,0.152067274001,0.457700650759,0.8099
45036.0,17.0,13.0,11.0,9875.0,0.2431192661,0.5649847095,0.4823,40769,722.0,,0.2025993884,0.6217948718,0.450832072617,0.405829596413,0.230861244019,0.2,0.3578
45795.0,17.0,16.0,11.0,20222.0,0.1234605911,0.5814347291,0.6984,40475-3102,1937.0,0.0030788177,0.1048337438,0.5953900709,0.407798299619,0.386389850058,0.266299357208,0.137333333333,1.0
36143.0,6.0,3.0,1.0,15480.0,0.0729129975,0.5977456851,0.511,42701-3081,342.0,0.0077492075,0.1909122931,0.4390651085,0.180799220273,0.199491740788,0.548014440433,0.175141242938,0.2949
52074.0,21.0,11.0,12.0,41600.0,0.3943161634,0.5257548845,0.8878,40324-1696,179.0,,,0.6803278689,0.396,,0.17701863354,,0.0056
18537.0,-2.0,-2.0,-2.0,,,,1.0,42141,,,0.2463768116,,0.415094339623,,,,0.4667
29868.0,9.0,2.0,1.0,15480.0,0.0817460317,0.5761904762,0.6343,41701-2402,174.0,,0.1865079365,0.3731778426,0.247990815155,0.300578034682,0.510638297872,,0.3391
28449.0,-2.0,-2.0,-2.0,,,0.9539170507,0.8431,40222,26.0,,0.1612903226,0.4238410596,0.636363636364,0.590163934426,,,0.2126
35714.0,5.0,2.0,1.0,15480.0,0.0468319559,0.6790633609,0.502,42420-4699,101.0,,0.1804407713,0.4928909953,0.217557251908,0.197860962567,0.572192513369,0.217391304348,0.2393
36323.0,5.0,2.0,1.0,15480.0,0.0604651163,0.6569767442,0.406,42240,133.0,0.0104651163,0.4511627907,0.4518272425,0.191235059761,0.218487394958,0.43301759134,0.22,0.3861
38171.0,6.0,4.0,1.0,15560.0,0.1004811251,0.5915988157,0.3915,40202,577.0,0.0048112509,0.1311991118,0.4155578301,0.15358974359,0.129078014184,0.542945843394,0.116945107399,0.2753
24148.0,-2.0,-2.0,-2.0,,,0.9523809524,1.0,40505,21.0,,0.1476190476,0.2672413793,0.588235294118,0.551020408163,,,0.3571
28188.0,26.0,6.0,5.0,10314.0,0.0290205562,0.8573155985,0.1711,41501-1520,61.0,,0.2394195889,0.1402266289,0.248256624826,0.190476190476,0.443820224719,,0.8476
21256.0,21.0,7.0,9.0,10060.0,,0.4186046512,0.8333,41339,,,,,,,0.521739130435,,0.2716
36382.0,22.0,11.0,10.0,12882.0,0.2748948107,0.5764375877,0.7184,40601-2355,99.0,,0.1290322581,0.3143712575,0.266666666667,0.30303030303,0.344444444444,,0.0731
46747.0,22.0,8.0,11.0,31300.0,0.25,0.4551886792,0.7577,42301,81.0,,,0.6542553191,0.433179723502,0.497487437186,0.212121212121,,0.0752
59025.0,15.0,16.0,12.0,32276.0,0.1972332016,0.5687747036,0.8551,40506-0032,3470.0,0.0023715415,0.0288537549,0.6995721271,0.604759441283,0.585298957762,0.141082060575,0.11417816813,0.0658
42375.0,22.0,8.0,10.0,23700.0,0.2810457516,0.4346405229,0.6348,41143-1199,68.0,,0.0588235294,0.5752212389,0.391304347826,0.3,0.236363636364,,0.0415
41129.0,18.0,11.0,11.0,26228.0,0.2259475219,0.6268221574,0.7446,42728-1223,175.0,,0.1195335277,0.4554079696,0.406666666667,0.360236220472,0.26907073509,0.12389380531,0.127
53899.0,15.0,15.0,13.0,28866.0,0.1304268847,0.5513169846,0.6926,40292-0001,2527.0,0.0018165304,0.0630336058,0.6739302694,0.520493066256,0.476005188067,0.189376443418,0.123015873016,0.1444
35733.0,9.0,2.0,1.0,15480.0,0.0423861852,0.7244897959,0.4827,42431,305.0,,0.2150706436,0.4924406048,0.335351089588,0.377622377622,0.493788819876,0.221052631579,0.3918
32194.0,8.0,2.0,1.0,15480.0,0.0504420177,0.6349453978,0.5063,41056,232.0,,0.2251690068,0.3320610687,0.258620689655,0.287598944591,0.537199124726,0.173913043478,0.2492
44246.0,20.0,10.0,11.0,25050.0,0.15855573,0.7833594976,0.6214,40347-1120,160.0,,0.2448979592,0.5247747748,0.432176656151,0.447619047619,0.282738095238,0.185185185185,0.2718
43197.0,18.0,13.0,12.0,14286.0,0.1324404762,0.6175595238,0.8173,40351,1091.0,,0.0866071429,0.5187202178,0.43979544398,0.413177762526,0.239577216676,0.153623188406,0.084
44737.0,18.0,13.0,13.0,18888.0,0.0870550162,0.6265372168,0.7249,42071-3318,1326.0,0.0048543689,0.0796116505,0.6767427514,0.509930220075,0.511904761905,0.196555819477,0.163090128755,0.0959
36147.0,8.0,3.0,1.0,15560.0,0.0664573522,0.6007326007,0.3142,41042,317.0,,0.1632653061,0.3801369863,0.244771494965,0.251908396947,0.455319148936,0.265486725664,0.2685
50220.0,17.0,15.0,13.0,20848.0,0.1087848933,0.585591133,0.6901,41099,2113.0,0.00636289,0.0714285714,0.6443320691,0.456153013353,0.419502285424,0.27304964539,0.144097222222,0.1763
34891.0,8.0,3.0,1.0,15480.0,0.0423996392,0.6301308074,0.6246,42001,314.0,0.0045105999,0.1799729364,0.478978979,0.296078431373,0.278745644599,0.529354207436,0.244755244755,0.2787
48231.0,17.0,11.0,11.0,23150.0,0.3035495716,0.4920440636,0.7311,41501,185.0,,0.0501835985,0.6091954023,0.333333333333,0.326283987915,0.253333333333,,0.0497
32954.0,4.0,2.0,2.0,15480.0,0.0913636364,0.545,0.6612,41653,143.0,,0.1695454545,0.3771043771,0.196574225122,0.229773462783,0.559128630705,0.328358208955,0.2738
23921.0,-2.0,-2.0,-2.0,,0.0598559856,0.9477947795,0.725,40207,179.0,0.0090009001,0.1143114311,0.3591269841,0.550340651022,0.609523809524,0.346899224806,0.546875,0.37
24022.0,-2.0,-2.0,-2.0,,0.0589812332,0.9481680071,0.74,42701,135.0,0.0102770331,0.1228775693,0.2938931298,0.546854942234,0.631696428571,0.363123236124,0.540816326531,0.392
24397.0,-2.0,-2.0,-2.0,,0.0713107997,0.9344600165,1.0,40216,158.0,0.005358615,0.1183017312,0.310782241,0.47341587764,0.619158878505,0.380990415335,0.54,0.2989
23925.0,-2.0,-2.0,-2.0,,0.0490037695,0.9337641357,1.0,41042,151.0,0.0086160474,0.1335487345,0.33632287,0.501110288675,0.579754601227,0.388429752066,0.52688172043,0.3604
30787.0,7.0,3.0,2.0,15480.0,0.0769941484,0.6236526024,0.5858,42501-2973,344.0,0.0067754851,0.2189713582,0.3903559127,0.20728929385,0.200708382527,0.603134796238,0.192857142857,0.295
29482.0,5.0,2.0,2.0,15480.0,0.0659340659,0.5804783452,0.6396,40823,169.0,,0.2346477052,0.3842105263,0.319258496395,0.262773722628,0.574272588055,0.222222222222,0.3254
49438.0,18.0,10.0,11.0,27300.0,0.1596385542,0.7409638554,0.6226,40203-2188,253.0,,0.0978915663,0.534591195,0.452777777778,0.43661971831,0.16199376947,0.325301204819,0.2641
38008.0,18.0,9.0,6.0,14220.0,0.0560460653,0.662571977,0.5254,40205,769.0,,0.224184261,0.4076163611,0.301650825413,0.400332225914,0.445068163593,0.298342541436,0.5736
59384.0,20.0,10.0,10.0,35810.0,0.2156862745,0.4798154556,0.8304,41017-3495,358.0,,0.0968858131,0.7229299363,0.446096654275,0.441176470588,0.289308176101,0.087301587302,0.0937
54705.0,21.0,8.0,14.0,43670.0,0.4267676768,0.595959596,0.9521,40508-1797,103.0,,,0.756302521,0.691176470588,,0.094170403587,,0.0041
42002.0,20.0,10.0,11.0,30946.0,0.3063973064,0.4579124579,0.7168,40906-1499,154.0,,0.0909090909,0.4791666667,0.326797385621,0.353211009174,0.25069637883,,0.1407
43889.0,17.0,16.0,10.0,27000.0,0.1282638571,0.6025347381,0.7742,42101-1000,2155.0,,0.083066117,0.6024763767,0.434199007879,0.417159763314,0.231311706629,0.147325933401,0.0976
29558.0,13.0,2.0,2.0,4099.0,0.0583058306,0.5577557756,0.5513,71301,39.0,,0.202420242,,0.355960264901,0.58064516129,0.657971014493,0.147058823529,0.2774
29935.0,-2.0,-2.0,-2.0,,,0.5630769231,1.0,71118,49.0,,0.1784615385,0.4787234043,0.486842105263,0.698113207547,,,0.5652
75071.0,-2.0,-2.0,-2.0,,,,,70806,64.0,,0.1818181818,,,,,,0.6182
34502.0,4.0,3.0,2.0,4283.0,0.0873808443,0.6395823877,0.3964,71111-6922,236.0,0.0043123014,0.1339083069,0.5894039735,0.120425398811,0.105396290051,0.518817204301,0.131428571429,0.4479
50330.0,21.0,8.0,12.0,38820.0,0.3020408163,0.5142857143,0.8964,71104,51.0,,,0.7662337662,0.487394957983,,0.113333333333,,0.0096
18603.0,-2.0,-2.0,-2.0,,,,1.0,71291-0603,,,0.2978723404,,,,,,0.4737
22407.0,-2.0,-2.0,-2.0,,0.0229007634,0.5916030534,1.0,70119,106.0,0.034351145,0.1628498728,0.2399232246,0.810313075506,,0.128571428571,,0.7474
